client_id,name,lastname,ID,email,phone,country,city,address,fecha_registro,fecha_nacimiento,genero,estado,canal
CL-04890,Poncio,Calderón,SIM-Y1405592Q,mansoleyre@example.com,+58-933188337,Venezuela,Almería,"Vial Nicanor Llanos 89, Guipúzcoa, 20040",2025-07-26,1952-11-11,Femenino,Activo,Instagram
CL-04891,Lourdes,Maestas,SIM-Y1613613W,ytrujillo@example.com,+52-671239668,México,Nueva Bhután,"Periférico Micronesia 834 707, San Iván los altos, NAY 54038-4520",2024-10-03,1994-07-29,Femenino,Activo,Web
CL-04892,Gundolf,Bruder,SIM-X0397212W,speertheobald@example.net,+49-432798631,Alemania,Eutin,"Brita-Segebahn-Gasse 7, 56977 Schleiz",2024-11-22,1990-09-28,Masculino,Activo,Referido
CL-04893,Андрей,Гурьева,SIM-Z2291833K,rmihalova@example.com,+7-103402257,Rusia,ст. Оленегорск (Якут.),"клх Санкт-Петербург, пр. 60 лет Октября, д. 998 стр. 7/6, 521411",2025-07-15,1998-04-25,Femenino,Activo,Web
CL-04894,Gonzalo,Balderas,SIM-Y1209897M,estelavera@example.com,+52-176863740,México,Vieja Timor-Leste,"Boulevard Tamaulipas 333 741, San Jos los bajos, SLP 75613",2025-03-10,1983-02-23,Masculino,Suspendido,Web
CL-04895,桂荣,梁,SIM-3460780Q,xiulanpan@example.org,+86-784880820,China,济南县,河南省婷婷县沈河宜都路O座 620567,2025-06-14,1950-12-22,Masculino,Activo,Referido
CL-04896,荣,马,SIM-1727458C,wei81@example.com,+86-165483155,China,晶县,江苏省永安县南溪淮安街U座 771306,2025-04-06,1991-05-04,Masculino,Activo,Referido
CL-04897,Baccio,Argurio,SIM-7794443L,allegraajello@example.com,+39-579690411,Italia,Liveri,"Incrocio Nino, 572, 98072, Marina Di Caronia (ME)",2024-07-17,1986-11-10,Otro,Activo,Web
CL-04898,Bernard,Boutin,SIM-6765776G,ubruneau@example.org,+33-226779137,Francia,Saint Alfred,"6, chemin de Mathieu, 23867 Pages-sur-Descamps",2025-03-29,1970-09-28,Otro,Suspendido,Instagram
CL-04899,Simone,Mude,SIM-Y1668705D,moechlichenemin@example.com,+49-650522232,Alemania,Bützow,"Hiltraud-Pölitz-Straße 8-2, 39435 Pirmasens",2024-02-09,2005-10-22,Femenino,Inactivo,Web
CL-04900,志强,杨,SIM-Y1440593B,sxiang@example.com,+86-895217226,China,建平县,西藏自治区浩县南湖沈阳街h座 231501,2024-06-15,1960-06-29,Femenino,Activo,Instagram
CL-04901,Tricia,Douglas,SIM-Y1357283F,bgutierrez@example.net,+1-564001463,Canadá,Charlesshire,"64792 Cynthia Fort Apt. 526, Lake Jessica, SK H5L 1S8",2023-11-07,1963-04-28,Masculino,Activo,Referido
CL-04902,Flor,Castellanos,SIM-X0132829G,lorenzo12@example.net,+1-809-960979882,Dominican Republic,Álava,"Alameda de Javier Palau 54, Badajoz, 31924",2024-11-03,1997-10-29,Femenino,Activo,Tienda física
CL-04903,英樹,佐々木,SIM-X0714134F,yuki29@example.com,+81-773350082,Japón,長生郡睦沢町,大阪府文京区細野39丁目7番14号 シャルム松石414,2025-05-13,1996-01-05,Masculino,Activo,Web
CL-04904,直樹,山田,SIM-9463164K,shohei43@example.org,+81-271439400,Japón,三宅島三宅村,富山県中野区台場28丁目23番18号 コート三筋997,2024-10-30,1991-06-26,Masculino,Activo,Instagram
CL-04905,翼,渡辺,SIM-Z2963398D,kenichi52@example.com,+81-787997230,Japón,横浜市磯子区,福島県白井市中川崎19丁目27番7号 蔵前パレス833,2024-01-15,2006-08-01,Femenino,Activo,Tienda física
CL-04906,Bruna,Castro,SIM-Z2202352X,leviaparecida@example.net,+55-215200791,Brasil,Cardoso,"Favela José Miguel Vargas, 4, Bandeirantes, 53816-733 Pastor / AP",2025-03-19,1991-08-12,Femenino,Activo,Referido
CL-04907,Richard,Green,SIM-6158574W,tinacox@example.org,+1-816155283,Estados Unidos,Natalieburgh,"269 Jacob Trail Apt. 538, South Johnhaven, WV 73466",2023-11-25,1993-09-12,Masculino,Inactivo,Web
CL-04908,Станислав,Горшкова,SIM-7994522K,xzikov@example.org,+7-783322488,Rusia,клх Юрьев-Польский,"п. Адлер, ш. Правды, д. 9 к. 6/6, 106913",2024-10-06,1993-12-31,Otro,Activo,Tienda física
CL-04909,Juan Luis,Ribes,SIM-Z2674343H,nolmedo@example.org,+1-809-576345029,Dominican Republic,Cádiz,"Acceso Melchor Melero 97, Ceuta, 26733",2023-09-06,1993-03-05,Otro,Activo,Instagram
CL-04910,Emmanuel,Gimenez,SIM-X0885667Y,anastasieblondel@example.com,+33-772547324,Francia,Lacombe,"12, boulevard de Barre, 19642 Sainte Margaux",2024-04-20,1979-11-20,Femenino,Activo,Web
CL-04911,稔,佐々木,SIM-5680124K,yui31@example.org,+81-667807076,Japón,安房郡鋸南町,徳島県長生郡長柄町上野桜木17丁目12番7号 アーバン鍛冶ケ沢172,2024-09-15,1967-10-28,Femenino,Activo,Referido
CL-04912,Virginia,Cole,SIM-2684342N,syates@example.com,+1-134405127,Canadá,Joeberg,"8697 Lee Turnpike, Lake Paulmouth, ON J3G 8C3",2024-11-13,1956-01-05,Otro,Activo,Web
CL-04913,Ignacio,Jove,SIM-8284577T,ponciobosch@example.com,+1-809-420194171,Dominican Republic,Palencia,"Pasaje de Alejandro Cózar 44 Apt. 97 , Navarra, 09393",2024-06-07,1944-10-14,Otro,Activo,Web
CL-04914,Raven,Murphy,SIM-8518411Q,walkercynthia@example.org,+1-256552281,Estados Unidos,West Jonathan,"92201 Cook Turnpike, Simmonston, MD 49231",2024-02-11,1961-04-29,Femenino,Activo,Tienda física
CL-04915,Théodore,Hebert,SIM-Z2220167T,vincentthibault@example.com,+33-999521465,Francia,Gosselin-la-Forêt,"55, avenue de Becker, 85690 Potier-la-Forêt",2023-11-02,1980-08-07,Otro,Activo,Referido
CL-04916,Eutropio,Colom,SIM-9355823K,pallaresisidoro@example.net,+58-725851299,Venezuela,Girona,"Paseo Ximena Céspedes 5, Burgos, 22440",2025-08-03,1968-05-08,Masculino,Activo,Web
CL-04917,Costanzo,Iannelli,SIM-5330503T,hcipolla@example.com,+39-933944774,Italia,Erula,"Stretto Greco, 396 Appartamento 69, 43021, Bosco Di Corniglio (PR)",2024-01-26,1999-08-19,Masculino,Activo,Tienda física
CL-04918,淑华,陈,SIM-6876815E,junzhou@example.com,+86-586930471,China,欣县,湖南省澳门市怀柔邱路p座 407386,2024-01-09,1973-04-14,Otro,Activo,Web
CL-04919,Catalina,Ureña,SIM-8304446C,upalomino@example.net,+52-244328627,México,Nueva Belice,"Continuación Reino Unido de Gran Bretaña e Irlanda del Norte 915 352, San Cristina de la Montaña, VER 26597",2025-07-15,1977-03-12,Otro,Activo,Instagram
CL-04920,Karl Heinz,Kabus,SIM-Y1796963L,dgroettner@example.org,+49-723438313,Alemania,Prenzlau,"Zimmerplatz 5634, 16481 Kronach",2024-10-02,1964-05-03,Otro,Activo,Referido
CL-04921,Antoinette,Torres,SIM-8803429H,valentinedevaux@example.org,+33-618494744,Francia,Girard-sur-Meyer,"54, chemin David Martin, 28553 Saint Marguerite",2024-11-18,1980-05-07,Masculino,Activo,Tienda física
CL-04922,Gregory,Hayden,SIM-9424211F,brownmarissa@example.com,+1-328052234,Canadá,Christianberg,"78399 Heather Street Apt. 523, Joshualand, YT A5S7B5",2024-06-24,1960-01-27,Masculino,Activo,Tienda física
CL-04923,Emilia,Valverde,SIM-4905394T,virgilio89@example.com,+58-222970604,Venezuela,Zamora,"Callejón de Albert Dalmau 78, Toledo, 30916",2025-08-08,1967-07-23,Masculino,Suspendido,Instagram
CL-04924,Brenda,Garcia,SIM-Z2621946S,shawnhunter@example.com,+1-317326192,Canadá,New Yvonne,"254 Elizabeth Avenue Suite 182, South Aaron, NT X7V6X5",2024-04-16,1985-01-13,Otro,Activo,Instagram
CL-04925,Lucas,Perelló,SIM-6729090A,nazaretleal@example.net,+34-702734243,España,Toledo,"Calle Juan José Sebastián 1 Piso 0 , Baleares, 49903",2023-10-04,1983-07-04,Femenino,Activo,Tienda física
CL-04926,Zachary,Anthony,SIM-X0255530T,holmesrobert@example.org,+1-663977996,Canadá,South Jonathan,"86603 Sandra Locks, North Patrick, NT B7L6E4",2024-02-11,1967-06-08,Otro,Inactivo,Instagram
CL-04927,Sabatino,Carducci,SIM-8711651X,ynitti@example.com,+39-697050537,Italia,Auletta,"Piazza Fabio, 70 Appartamento 32, 27030, Ottobiano (PV)",2024-11-19,2003-10-06,Femenino,Activo,Tienda física
CL-04928,梅,崔,SIM-Z2998384N,yan98@example.com,+86-588520170,China,郑州市,内蒙古自治区潮州县海港何街j座 277034,2024-06-02,1965-05-26,Femenino,Activo,Instagram
CL-04929,Martín,Murillo,SIM-Y1524521N,luis-miguelbertran@example.org,+1-809-238280732,Dominican Republic,Ourense,"C. Etelvina Chamorro 13, Segovia, 40880",2025-06-09,1986-07-03,Otro,Inactivo,Web
CL-04930,Juana,Hurtado,SIM-Z2809589R,andreucatalina@example.com,+58-748766854,Venezuela,La Coruña,"Cuesta de Angelino Grau 12, Las Palmas, 42516",2024-11-27,2004-07-31,Masculino,Activo,Referido
CL-04931,Марк,Савина,SIM-8448217H,zkirillov@example.net,+7-386785068,Rusia,с. Кабанск,"ст. Яхрома, пер. Ягодный, д. 9, 979299",2024-08-06,1997-12-28,Otro,Activo,Tienda física
CL-04932,Marc,Cadenas,SIM-3669402M,scorominas@example.net,+34-281965295,España,La Coruña,"Acceso de Lope Galván 7, Huelva, 16601",2024-06-10,1989-03-21,Masculino,Activo,Tienda física
CL-04933,José Manuel,Araujo,SIM-3149557Y,omendez@example.net,+58-515379297,Venezuela,Toledo,"C. Sara Morillo 9 Apt. 11 , Soria, 33358",2024-09-10,2004-06-06,Otro,Activo,Tienda física
CL-04934,Mirta,Orozco,SIM-7860756T,ligia55@example.com,+1-809-771433535,Dominican Republic,Córdoba,"Ronda Amancio Zamora 85, Tarragona, 02255",2024-11-22,1973-11-18,Femenino,Activo,Web
CL-04935,Timothy,Garcia,SIM-7786612P,pcain@example.net,+1-263974089,Canadá,New Christopher,"2584 Obrien Village Suite 485, Duncanmouth, NU G3R 2H5",2025-06-10,2006-05-22,Femenino,Activo,Referido
CL-04936,Davi Lucca,Barbosa,SIM-4609500R,ana-lizdias@example.com,+55-520301788,Brasil,Rodrigues da Praia,"Trevo de Araújo, 17, Camponesa 1ª Seção, 56690-416 Pereira de Teixeira / PE",2025-01-07,1999-10-14,Femenino,Activo,Tienda física
CL-04937,Lisa,Thornton,SIM-5825201Z,juliemartin@example.org,+1-821632652,Canadá,Lake Michelle,"6585 Hernandez Crossroad Suite 028, Tinashire, NB T5X 6H6",2024-05-03,1990-05-01,Femenino,Activo,Referido
CL-04938,楠,骆,SIM-Z2441882H,xia29@example.com,+86-984371638,China,杭州县,广东省重庆市兴山淮安路a座 573266,2025-01-29,1972-02-22,Otro,Activo,Tienda física
CL-04939,Amelia,Sanmartín,SIM-X0974849V,rcalleja@example.net,+1-809-271521490,Dominican Republic,Córdoba,"Calle de Paulino Mate 30, Segovia, 10588",2023-12-15,2005-11-06,Femenino,Activo,Instagram
CL-04940,Maria Vitória,Fogaça,SIM-Z2321689T,henry-gabrielvasconcelos@example.org,+55-443251218,Brasil,da Cruz,"Praia de Carvalho, 59, Santa Rita, 95651758 Albuquerque da Serra / ES",2023-08-31,1962-05-26,Masculino,Inactivo,Tienda física
CL-04941,Emperatriz,Duarte,SIM-Z2996305A,eescribano@example.org,+34-988220496,España,Cádiz,"Pasaje Mónica Prats 84, Asturias, 18487",2025-05-27,1998-06-04,Masculino,Inactivo,Tienda física
CL-04942,Jennifer,Rodriguez,SIM-1369590D,bkirby@example.org,+1-315844553,Canadá,Port Mark,"921 Wolfe Mission, Wallermouth, NL P1B3C8",2025-05-19,1945-09-05,Masculino,Activo,Instagram
CL-04943,Luchino,Infantino,SIM-Y1992315D,vscaduto@example.net,+39-553963136,Italia,Gambettola,"Rotonda Alberto, 91 Appartamento 3, 40027, Mordano (BO)",2023-09-22,1957-10-01,Masculino,Activo,Instagram
CL-04944,Amalia,Fusani,SIM-Y1458505Y,vbranciforte@example.org,+39-259451612,Italia,Pratiglione,"Stretto Giosuè, 933, 05032, Santa Maria Della Neve (TR)",2025-01-08,1984-03-15,Otro,Activo,Tienda física
CL-04945,Gönül,Holzapfel,SIM-Y1983236S,williackermann@example.com,+49-930701169,Alemania,Eisenach,"Gorlitzstr. 6424, 28935 Eckernförde",2025-07-16,1970-10-13,Femenino,Suspendido,Tienda física
CL-04946,Jeanne,Boucher,SIM-9878228G,suzannemorvan@example.com,+33-573533244,Francia,Saint Jeanne,"chemin Émile Reynaud, 97612 Saint Juliette",2023-11-23,1966-10-31,Otro,Suspendido,Instagram
CL-04947,Colette,Philippe,SIM-6713176M,duhamelgabriel@example.net,+33-158970589,Francia,Mailletnec,"115, rue Bernard Moreau, 82238 Gérardboeuf",2023-12-16,1978-10-27,Masculino,Activo,Referido
CL-04948,明,凌,SIM-9110946W,gang06@example.org,+86-478451790,China,广州市,重庆市大冶市华龙太原路b座 765515,2024-04-15,1959-02-07,Femenino,Activo,Instagram
CL-04949,Lucas,Cañas,SIM-Y1270464J,valentinapinto@example.org,+1-809-809678965,Dominican Republic,Lleida,"Cañada Florencio Cadenas 312 Piso 8 , Salamanca, 49800",2025-05-15,1964-04-22,Otro,Activo,Instagram
CL-04950,Katharina,Zirme,SIM-Y1622091Q,wilfriedemende@example.org,+49-936047756,Alemania,Zschopau,"Vollbrechtallee 891, 79204 Döbeln",2024-07-10,1992-08-12,Masculino,Activo,Instagram
CL-04951,兰英,曾,SIM-7483134S,yang28@example.org,+86-714011720,China,帆县,河南省太原市滨城朱路F座 714540,2024-10-22,1945-04-16,Otro,Activo,Referido
CL-04952,Lavínia,Casa Grande,SIM-1052701Z,ana-ceciliada-cunha@example.net,+55-740411826,Brasil,Cardoso de Guerra,"Largo Gustavo Henrique Novais, 99, Cidade Nova, 00711900 Fogaça da Praia / RJ",2025-06-01,1947-07-25,Femenino,Activo,Referido
CL-04953,瑜,周,SIM-X0682285J,luojun@example.org,+86-119868239,China,宜都县,西藏自治区呼和浩特县静安黄街r座 813428,2025-06-16,1993-08-20,Masculino,Activo,Instagram
CL-04954,Martin,Andrés,SIM-Y1697630T,badiamayte@example.org,+34-443173884,España,Salamanca,"Avenida de Jose Manuel Iglesia 38, Pontevedra, 50119",2024-09-27,1989-04-05,Femenino,Activo,Web
CL-04955,Gabriela,Rozas,SIM-8951399Y,catalinaazorin@example.com,+58-606805148,Venezuela,Teruel,"C. Jovita Mulet 40, Burgos, 05901",2024-05-23,1971-09-09,Femenino,Activo,Tienda física
CL-04956,Noah,Silva,SIM-X0182076P,joao-vitorcampos@example.org,+55-804420434,Brasil,Porto de Barros,"Fazenda Júlia da Cruz, 14, Alta Tensão 1ª Seção, 74901-361 Montenegro / AM",2024-10-27,1973-12-01,Femenino,Suspendido,Referido
CL-04957,Camilo,de Jesús,SIM-7358651P,pbernal@example.net,+52-565746683,México,San Irene los altos,"Circuito Michoacán de Ocampo 885 Interior 452, San Sandra de la Montaña, SON 79512-6429",2025-06-06,1990-08-02,Femenino,Activo,Tienda física
CL-04958,Jennifer,Mills,SIM-X0715925G,brooksmario@example.org,+1-225694158,Canadá,Danielberg,"365 Sarah Ville, East Patricia, BC X9J9J3",2024-07-02,1962-11-06,Femenino,Activo,Instagram
CL-04959,Michael,Page,SIM-X0794272J,ovilla@example.net,+1-818658929,Estados Unidos,Whitestad,"73169 Jodi Pines, Daniellestad, AL 65225",2024-08-08,1974-06-17,Femenino,Activo,Tienda física
CL-04960,Karl-Jürgen,Rose,SIM-X0272993Y,eva73@example.com,+49-842504569,Alemania,Anklam,"Schulzring 35-61, 69817 Halberstadt",2025-01-30,1961-02-02,Masculino,Activo,Tienda física
CL-04961,Порфирий,Щукина,SIM-X0442381E,modest_1989@example.com,+7-533614479,Rusia,д. Кашхатау,"п. Можга, алл. Колхозная, д. 30 стр. 118, 323553",2024-08-12,1998-06-30,Otro,Activo,Web
CL-04962,Germán,Mejía,SIM-Y1715977Q,jorge38@example.com,+52-885692815,México,San María Elena los altos,"Avenida Sur Benavídez 569 Interior 448, San Mauricio los altos, YUC 54488",2024-02-12,1974-02-15,Femenino,Suspendido,Referido
CL-04963,René,España,SIM-6406154X,edelmira36@example.org,+34-569345017,España,Sevilla,"Glorieta Otilia Espejo 84 Piso 9 , Zamora, 28001",2025-04-25,2004-04-05,Femenino,Inactivo,Web
CL-04964,Wilhelm,Wohlgemut,SIM-Z2317416M,hinrich33@example.com,+49-914471305,Alemania,Bad Liebenwerda,"Ruthild-Karge-Gasse 15-56, 39172 Neustrelitz",2024-01-23,1968-03-23,Femenino,Activo,Instagram
CL-04965,Brian,Knapp,SIM-X0577041V,frances20@example.net,+1-750853486,Estados Unidos,Joseview,"Unit 9739 Box 1249, DPO AE 66534",2024-08-01,1978-06-03,Masculino,Activo,Tienda física
CL-04966,桂荣,赵,SIM-Z2559204V,vgao@example.org,+86-693766667,China,惠州市,湖北省建平市梁平南京路Y座 343034,2023-11-14,1985-03-01,Femenino,Activo,Web
CL-04967,Stephanie,Hansen,SIM-3983364V,jscott@example.org,+1-547206152,Canadá,North Cindy,"546 Michael Lights, South Matthew, SK P3V 5P3",2023-10-02,1998-03-11,Masculino,Activo,Tienda física
CL-04968,Jeannette,Hellwig,SIM-Y1379871D,birthe73@example.net,+49-626132727,Alemania,Oranienburg,"Ljudmila-Schweitzer-Allee 533, 41254 Oberviechtach",2025-07-11,1996-07-30,Otro,Activo,Web
CL-04969,Ale,Pineda,SIM-9769243Q,acedoeutimio@example.net,+1-809-438286589,Dominican Republic,Girona,"Callejón de Natalia Pedrosa 7, Granada, 25917",2023-08-30,1959-08-10,Femenino,Inactivo,Referido
CL-04970,Фёкла,Муравьев,SIM-1386264P,kolesnikovradislav@example.org,+7-560605715,Rusia,к. Нижнекамск,"к. Сургут (Хант.), алл. Орловская, д. 5, 470102",2023-10-13,1974-03-09,Masculino,Activo,Referido
CL-04971,Loida,Ordóñez,SIM-9902454B,artigasenrique@example.net,+58-542650708,Venezuela,Castellón,"Paseo de Raquel Reina 800 Apt. 83 , Huesca, 44922",2024-05-07,1995-05-13,Femenino,Inactivo,Instagram
CL-04972,James,Murphy,SIM-Z2698704E,bakermartha@example.com,+1-458466867,Estados Unidos,Finleyville,"8820 Johnson Meadows Suite 597, Samanthaside, MA 07214",2024-09-04,1957-11-11,Masculino,Activo,Referido
CL-04973,Eutimio,Galan,SIM-X0435943R,pujadasmarciano@example.com,+34-782876514,España,Cádiz,"Pasaje de Marcio Antúnez 40, Cádiz, 39342",2024-01-16,1945-08-07,Femenino,Activo,Tienda física
CL-04974,Lisa,Dunn,SIM-X0649585L,russelljoshua@example.org,+1-265289951,Canadá,Zacharyville,"348 Peter Viaduct Apt. 002, Nelsonview, NU A7N 9R7",2024-09-14,1991-06-04,Otro,Activo,Instagram
CL-04975,Eloá,Lima,SIM-Z2786191V,gael72@example.net,+55-139485526,Brasil,Brito,"Quadra de Caldeira, 42, Renascença, 84509286 Dias / CE",2025-01-04,1988-05-24,Otro,Activo,Referido
CL-04976,Domitila,Plana,SIM-7226576E,graciatoledo@example.com,+1-809-472696875,Dominican Republic,Vizcaya,"Glorieta Elena Segura 28 Piso 8 , Granada, 13261",2025-07-25,1970-12-19,Femenino,Activo,Web
CL-04977,Nikolaj,Huhn,SIM-X0216656L,margaret07@example.com,+49-210092475,Alemania,Bergzabern,"Evamaria-Scheel-Weg 4-4, 61113 Sondershausen",2024-08-31,1973-04-15,Masculino,Activo,Tienda física
CL-04978,Isidora,Bravo,SIM-X0561931H,manceboafrica@example.net,+58-265459394,Venezuela,Huesca,"Pasaje de Mónica Segovia 482, Pontevedra, 50446",2024-06-19,1953-02-08,Femenino,Activo,Tienda física
CL-04979,Harold,Hartung,SIM-X0500159R,lia94@example.com,+49-328580225,Alemania,Augsburg,"Edgar-Kobelt-Ring 59-82, 08311 Forst",2025-08-19,1994-08-29,Masculino,Inactivo,Web
CL-04980,Anastasia,Bonet,SIM-8174217V,jordanaroa@example.org,+1-809-928064494,Dominican Republic,Salamanca,"C. de Alejandra Dávila 26, Valladolid, 20856",2023-10-26,1986-10-20,Masculino,Activo,Instagram
CL-04981,Leonel,Trujillo,SIM-Y1668735Q,hernandezmaria-pilar@example.com,+34-739371708,España,La Coruña,"Callejón de Amarilis Ramón 50, Ourense, 40597",2024-07-22,1970-02-15,Otro,Inactivo,Tienda física
CL-04982,Sabina,Barros,SIM-4806468C,csalgado@example.com,+34-562126736,España,Granada,"Calle Consuela Jódar 55 Apt. 97 , Barcelona, 28705",2025-05-07,1977-12-26,Otro,Activo,Web
CL-04983,José,Caro,SIM-X0815000H,clementinagalan@example.net,+58-159407724,Venezuela,Lleida,"Acceso de Natalia Pino 11, Castellón, 21010",2023-09-13,1967-12-09,Femenino,Activo,Web
CL-04984,Bobby,Davis,SIM-3769179P,scastro@example.net,+1-472268372,Estados Unidos,North Michael,"72416 Barbara Stream, Lake Laura, GU 61034",2023-10-03,2000-08-16,Femenino,Activo,Web
CL-04985,红霞,谭,SIM-2719087G,qiangchen@example.com,+86-231041614,China,慧市,宁夏回族自治区阜新市永川台北街r座 439800,2024-06-05,1953-04-04,Otro,Activo,Referido
CL-04986,Sarah,Gray,SIM-2950551L,warrenbrittney@example.org,+1-948908095,Estados Unidos,Brownstad,"11270 Ramirez Meadows Suite 912, Robertsville, AS 15392",2025-07-02,2000-04-20,Femenino,Activo,Web
CL-04987,Zeferino,Maldonado,SIM-Z2800194J,aposada@example.com,+52-784063088,México,Nueva Luxemburgo,"Peatonal México 927 Interior 021, San Augusto los altos, HGO 77417",2025-06-24,2003-12-10,Otro,Activo,Instagram
CL-04988,Agatha,Ring,SIM-8110948K,dschmiedecke@example.net,+49-209716847,Alemania,Erbisdorf,"Blümelallee 47/44, 29283 Bad Liebenwerda",2024-01-17,1964-02-05,Femenino,Activo,Tienda física
CL-04989,Bonifacio,Mendoza,SIM-6117726W,trinidad95@example.org,+58-244928487,Venezuela,Lugo,"Callejón Chema Mendizábal 78 Apt. 66 , Madrid, 39692",2025-06-06,1957-07-11,Otro,Suspendido,Instagram
CL-04990,Любомир,Анисимова,SIM-Y1473774A,fedosi_2005@example.org,+7-430098942,Rusia,ст. Снежинск,"г. Бронницы, ш. Грибоедова, д. 935 к. 5/8, 910084",2023-12-22,1985-11-26,Otro,Activo,Referido
CL-04991,Paola,Solano,SIM-6105470M,manuelbonilla@example.net,+52-776896394,México,Nueva España,"Circuito Kenya 635 Edif. 311 , Depto. 511, Nueva Emiratos Árabes Unidos, MOR 87452-4721",2024-09-17,1991-07-03,Masculino,Inactivo,Instagram
CL-04992,Herminio,Carmona,SIM-Z2532988K,torrijosjose-luis@example.org,+58-740913011,Venezuela,Las Palmas,"Glorieta Manola Seco 41 Piso 0 , Las Palmas, 04468",2024-04-17,1968-11-30,Otro,Activo,Tienda física
CL-04993,玲,马,SIM-9518194N,bmeng@example.net,+86-232668323,China,辛集县,上海市宜都市城东胡街H座 379068,2024-10-19,1971-01-30,Femenino,Activo,Tienda física
CL-04994,Milagros,Arjona,SIM-Y1165747S,palominoetelvina@example.net,+34-315752377,España,Jaén,"Paseo Lina Elías 48 Piso 0 , Ávila, 32503",2025-07-01,1990-04-28,Otro,Suspendido,Web
CL-04995,亮,曾,SIM-X0878730S,wuguiying@example.net,+86-778941048,China,宇县,浙江省鑫市合川张街Q座 386278,2023-11-11,1944-08-22,Otro,Suspendido,Web
CL-04996,Victor Manuel,Múgica,SIM-4059548W,mateosbelen@example.com,+1-809-383096519,Dominican Republic,Madrid,"Acceso Benigno Escalona 3, Ourense, 25393",2024-11-28,1995-03-22,Femenino,Activo,Referido
CL-04997,Heloísa,Cassiano,SIM-Z2345820G,bella03@example.org,+55-919404193,Brasil,Sampaio,"Alameda Montenegro, 38, Vila Copasa, 45448-649 Cassiano / MG",2025-04-08,1970-07-10,Otro,Activo,Tienda física
CL-04998,José Ángel,Baquero,SIM-5979183B,isa27@example.net,+58-805376520,Venezuela,Castellón,"Avenida de Marino Anglada 79 Apt. 91 , Segovia, 40333",2023-11-07,1962-04-21,Otro,Activo,Web
CL-04999,Robert,Williams,SIM-Z2513792F,davidlopez@example.net,+1-804779044,Canadá,Youngfort,"51770 Potter Crossroad, Sanchezstad, ON E1T3T5",2025-06-23,1980-02-09,Masculino,Suspendido,Tienda física
CL-05000,Teo,Carballo,SIM-Z2821656Q,pascual18@example.org,+34-546371440,España,Segovia,"Ronda Dorita Alberto 39, Granada, 03769",2024-12-13,1992-07-18,Masculino,Activo,Tienda física
CL-05001,明美,井上,SIM-5403009X,yuki81@example.com,+81-767109863,Japón,江戸川区,広島県荒川区芝大門1丁目20番12号 松浦町パーク407,2023-12-03,1995-01-02,Femenino,Activo,Instagram
CL-05002,Judith,Paredes,SIM-X0172951Z,duarteambar@example.net,+1-809-304890090,Dominican Republic,Zamora,"Camino Imelda Llanos 3, Navarra, 13884",2025-07-24,1980-11-20,Femenino,Activo,Referido
CL-05003,幹,佐藤,SIM-X0929512J,osamu71@example.org,+81-699977469,Japón,横浜市泉区,大分県横浜市鶴見区湯宮20丁目10番20号 コート権現堂666,2023-11-12,1990-01-31,Otro,Activo,Tienda física
CL-05004,Nazaret,Bou,SIM-9154466Y,poncio06@example.net,+34-758314021,España,Ourense,"Callejón Goyo Castell 14, Asturias, 34808",2024-09-25,1957-08-07,Otro,Activo,Web
CL-05005,Михей,Лихачева,SIM-Y1825391L,kim13@example.org,+7-530090940,Rusia,г. Екатеринбург,"с. Сусуман, наб. Степана Разина, д. 83, 510753",2024-07-28,1984-01-28,Femenino,Activo,Instagram
CL-05006,Malena,Olmedo,SIM-Y1801465J,cleto49@example.net,+58-181836218,Venezuela,Madrid,"Pasadizo de Noa Carretero 6, Badajoz, 20211",2024-11-26,1980-03-29,Otro,Suspendido,Web
CL-05007,浩,渡辺,SIM-Z2403103V,ryosukesato@example.net,+81-214441028,Japón,横浜市磯子区,石川県我孫子市南郷屋14丁目23番6号 睦シティ104,2025-02-20,1952-01-05,Masculino,Inactivo,Web
CL-05008,充,岡田,SIM-2587542L,taroishikawa@example.net,+81-515114295,Japón,鎌ケ谷市,福井県世田谷区四番町6丁目13番20号,2024-01-05,1990-03-11,Otro,Activo,Referido
CL-05009,Prudencia,Ibarra,SIM-Y1835609W,mgoni@example.com,+34-647676669,España,Asturias,"Pasadizo de Eutimio Bermudez 61, Castellón, 23519",2024-02-03,1974-06-20,Femenino,Activo,Tienda física
CL-05010,Gary,Grant,SIM-Z2799227N,leejacqueline@example.org,+1-740621017,Canadá,New Jacqueline,"39674 Ramirez Isle Suite 848, Owensport, MB E5K 7P3",2024-07-26,2002-07-29,Masculino,Activo,Web
CL-05011,Modesta,Belda,SIM-5122322S,roberta67@example.org,+34-754304475,España,Ourense,"Cañada de María Manuela Elías 1 Puerta 3 , Ávila, 40893",2024-04-25,2002-04-20,Masculino,Activo,Instagram
CL-05012,Godofredo,Noriega,SIM-3026492Z,mireiapalomino@example.com,+1-809-152268728,Dominican Republic,Guipúzcoa,"Pasadizo de Aitor Benito 347 Apt. 17 , Valencia, 40563",2024-10-22,1991-10-22,Femenino,Inactivo,Tienda física
CL-05013,Maria Isis,da Cruz,SIM-X0416049W,kaiqueazevedo@example.org,+55-796838818,Brasil,Fonseca,"Estação Moraes, 84, Aguas Claras, 35962-188 Lopes / CE",2024-06-09,1950-05-21,Masculino,Activo,Instagram
