employee_id,branch_id,nombre,rol,horario,salario_base,horas_extras,status,vacaciones_restantes,fecha_ingreso,fecha_egreso
E-006896,BR-00260,Lauren Adams,Sub Manager,"Todos los días, 8:00–22:00",2141,15,Activo,21,2021-04-06,
E-006897,BR-00260,Barry Robinson,Vendedor,"Lunes a Sábado, 10:00–20:00",1223,7,Activo,20,2024-02-27,
E-006898,BR-00260,Kristine Wilcox,Vendedor,"Lunes a Sábado, 10:00–20:00",1236,0,Activo,9,2022-04-22,
E-006899,BR-00260,Edward Shaw,Vendedor,"Martes a Domingo, 11:00–19:00",1484,17,Activo,13,2025-07-11,
E-006900,BR-00261,Michael Nguyen,Manager,"Todos los días, 8:00–22:00",3432,9,Activo,18,2025-01-06,
E-006901,BR-00261,Alexander Harris,Sub Manager,"Lunes a Sábado, 10:00–20:00",1952,6,Activo,15,2023-04-02,
E-006902,BR-00261,Ronald Murray,Vendedor,"Lunes a Sábado, 10:00–20:00",1773,20,Activo,16,2023-02-07,
E-006903,BR-00261,Tracy Stewart,Vendedor,"Lunes a Sábado, 10:00–20:00",1280,3,Activo,12,2024-10-18,
E-006904,BR-00261,Antonio Perez,Vendedor,"Lunes a Viernes, 8:30–17:30",1783,8,Activo,20,2023-08-29,
E-006905,BR-00261,Todd Navarro,Vendedor,"Lunes a Viernes, 8:30–17:30",1708,20,Activo,21,2022-07-17,
E-006906,BR-00262,Donald Mcguire,Manager,"Lunes a Viernes, 8:30–17:30",2519,18,Activo,21,2021-01-07,
E-006907,BR-00262,Michael Jones,Sub Manager,"Martes a Domingo, 11:00–19:00",2414,7,Activo,9,2023-11-13,
E-006908,BR-00262,Samantha Leblanc,Vendedor,"Lunes a Sábado, 10:00–20:00",1678,16,Activo,22,2021-04-06,
E-006909,BR-00262,Joe Leonard,Vendedor,"Lunes a Viernes, 9:00–18:00",1556,13,Activo,13,2022-09-24,
E-006910,BR-00262,Jodi Cunningham,Vendedor,"Lunes a Viernes, 8:30–17:30",1752,1,Activo,7,2022-06-24,
E-006911,BR-00262,Michelle Graves,Vendedor,"Lunes a Sábado, 10:00–20:00",1587,14,Activo,19,2022-08-21,
E-006912,BR-00262,Justin Wilkinson,Vendedor,"Todos los días, 8:00–22:00",1634,15,Activo,13,2021-05-09,
E-006913,BR-00263,Ana Roberson,Manager,"Todos los días, 8:00–22:00",2848,9,Activo,19,2025-05-12,
E-006914,BR-00263,Robert Briggs,Sub Manager,"Lunes a Viernes, 8:30–17:30",2461,2,De vacaciones,10,2024-02-27,
E-006915,BR-00263,Jillian Huynh,Vendedor,"Lunes a Sábado, 10:00–20:00",1285,11,Activo,21,2023-01-17,
E-006916,BR-00263,Nicole Kaiser,Vendedor,"Lunes a Sábado, 10:00–20:00",1617,16,Activo,10,2020-10-04,
E-006917,BR-00263,Lori Mcpherson,Vendedor,"Martes a Domingo, 11:00–19:00",1704,19,Activo,10,2022-09-18,
E-006918,BR-00263,Thomas Steele,Vendedor,"Lunes a Viernes, 8:30–17:30",1778,12,Activo,18,2022-07-01,
E-006919,BR-00263,Matthew Jensen,Vendedor,"Lunes a Sábado, 10:00–20:00",1650,0,De baja,12,2022-05-29,2023-07-14
E-006920,BR-00263,Robert Wolf,Vendedor,"Martes a Domingo, 11:00–19:00",1493,17,Activo,9,2025-08-07,
E-006921,BR-00264,Brad Gordon,Manager,"Lunes a Viernes, 9:00–18:00",3081,19,Activo,22,2024-06-18,
E-006922,BR-00264,Jacob Henderson,Sub Manager,"Martes a Domingo, 11:00–19:00",2199,12,De vacaciones,8,2024-05-15,
E-006923,BR-00264,Pamela Martinez,Vendedor,"Lunes a Viernes, 8:30–17:30",1290,13,Activo,14,2024-12-28,
E-006924,BR-00264,Leslie Haley,Vendedor,"Todos los días, 8:00–22:00",1350,0,Activo,14,2025-03-03,
E-006925,BR-00264,Margaret Owens,Vendedor,"Lunes a Viernes, 9:00–18:00",1596,10,Activo,20,2022-10-05,
E-006926,BR-00264,Mr. Daniel Harris Jr.,Vendedor,"Lunes a Sábado, 10:00–20:00",1743,20,Activo,16,2022-11-12,
E-006927,BR-00265,Donald Williams,Manager,"Lunes a Viernes, 8:30–17:30",3463,8,Activo,13,2023-07-29,
E-006928,BR-00265,Mallory Ward,Sub Manager,"Todos los días, 8:00–22:00",2080,3,Activo,16,2025-06-20,
E-006929,BR-00265,Aaron Bartlett,Vendedor,"Lunes a Viernes, 9:00–18:00",1795,1,Activo,13,2022-05-19,
E-006930,BR-00265,Daniel Vasquez,Vendedor,"Lunes a Viernes, 9:00–18:00",1453,15,Activo,7,2025-05-11,
E-006931,BR-00265,Samantha Santos,Vendedor,"Lunes a Viernes, 8:30–17:30",1347,1,Activo,18,2022-01-05,
E-006932,BR-00265,Christopher Garcia,Vendedor,"Lunes a Viernes, 8:30–17:30",1667,2,Activo,18,2022-01-26,
E-006933,BR-00266,Joseph White,Manager,"Lunes a Viernes, 8:30–17:30",2927,6,Activo,20,2023-10-25,
E-006934,BR-00266,Savannah Zuniga,Sub Manager,"Martes a Domingo, 11:00–19:00",2108,6,Activo,8,2021-07-06,
E-006935,BR-00266,Jeremy Smith,Vendedor,"Lunes a Viernes, 9:00–18:00",1203,12,De vacaciones,13,2024-03-19,
E-006936,BR-00266,Christopher Velazquez,Vendedor,"Lunes a Viernes, 8:30–17:30",1348,3,Activo,9,2021-02-20,
E-006937,BR-00266,Kristen Reid MD,Vendedor,"Lunes a Viernes, 8:30–17:30",1414,9,Activo,18,2024-09-08,
E-006938,BR-00266,Christopher Perez,Vendedor,"Lunes a Sábado, 10:00–20:00",1547,12,De vacaciones,0,2023-12-22,
E-006939,BR-00266,Paul Sosa,Vendedor,"Lunes a Viernes, 9:00–18:00",1483,0,Activo,9,2024-08-06,
E-006940,BR-00267,Timothy Young,Manager,"Lunes a Viernes, 8:30–17:30",2962,10,Activo,20,2023-02-05,
E-006941,BR-00267,Valerie Clark,Sub Manager,"Lunes a Viernes, 8:30–17:30",2417,13,Activo,13,2022-04-12,
E-006942,BR-00267,John Orr,Vendedor,"Lunes a Sábado, 10:00–20:00",1306,16,Activo,7,2024-07-12,
E-006943,BR-00267,Jacqueline Johnson,Vendedor,"Lunes a Viernes, 9:00–18:00",1627,17,De baja,20,2022-02-13,2024-04-04
E-006944,BR-00267,Jennifer Cunningham,Vendedor,"Todos los días, 8:00–22:00",1786,8,Activo,9,2022-04-06,
E-006945,BR-00267,William Sanchez,Vendedor,"Martes a Domingo, 11:00–19:00",1663,10,Activo,14,2022-11-10,
E-006946,BR-00267,Nancy Young,Vendedor,"Martes a Domingo, 11:00–19:00",1383,19,Activo,9,2022-02-02,
E-006947,BR-00267,Vincent Fox,Vendedor,"Todos los días, 8:00–22:00",1596,8,Activo,19,2023-01-04,
E-006948,BR-00267,Megan Fuller,Vendedor,"Todos los días, 8:00–22:00",1477,9,Activo,7,2020-09-20,
E-006949,BR-00267,David Ortiz,Vendedor,"Lunes a Sábado, 10:00–20:00",1467,11,Activo,7,2023-10-16,
E-006950,BR-00267,Sonya Foster,Vendedor,"Martes a Domingo, 11:00–19:00",1589,2,Activo,13,2023-06-22,
E-006951,BR-00267,Joe Oconnor,Vendedor,"Todos los días, 8:00–22:00",1252,18,Activo,11,2024-08-24,
E-006952,BR-00267,Cristina Page,Vendedor,"Lunes a Viernes, 8:30–17:30",1550,12,Activo,11,2024-08-31,
E-006953,BR-00267,Nathan Carr,Vendedor,"Martes a Domingo, 11:00–19:00",1674,19,Activo,16,2023-02-22,
E-006954,BR-00267,William Simmons,Vendedor,"Lunes a Viernes, 8:30–17:30",1297,12,Activo,20,2024-10-30,
E-006955,BR-00267,Dana Mcintosh,Vendedor,"Martes a Domingo, 11:00–19:00",1403,20,De baja,20,2021-05-27,2024-05-22
E-006956,BR-00267,Tammy Davidson,Vendedor,"Lunes a Sábado, 10:00–20:00",1735,12,Activo,13,2025-03-28,
E-006957,BR-00267,Lynn Thomas,Vendedor,"Martes a Domingo, 11:00–19:00",1449,8,Activo,8,2022-12-08,
E-006958,BR-00267,Marco Eaton,Vendedor,"Todos los días, 8:00–22:00",1439,20,Activo,10,2021-06-05,
E-006959,BR-00267,Sherri Young,Vendedor,"Martes a Domingo, 11:00–19:00",1296,10,Activo,21,2025-07-30,
E-006960,BR-00267,Dorothy Rangel,Vendedor,"Lunes a Viernes, 8:30–17:30",1352,2,Activo,11,2022-12-20,
E-006961,BR-00267,Kathleen Calhoun,Vendedor,"Martes a Domingo, 11:00–19:00",1494,12,Activo,13,2023-10-27,
E-006962,BR-00267,Daniel Parker,Vendedor,"Martes a Domingo, 11:00–19:00",1610,14,Activo,12,2021-04-27,
E-006963,BR-00267,John Hill,Vendedor,"Todos los días, 8:00–22:00",1300,16,De vacaciones,0,2023-10-01,
E-006964,BR-00267,Amanda Alvarez,Vendedor,"Lunes a Viernes, 9:00–18:00",1788,18,Activo,20,2024-05-11,
E-006965,BR-00267,Nicholas Rose,Vendedor,"Todos los días, 8:00–22:00",1298,10,Activo,19,2024-12-28,
E-006966,BR-00267,Rebecca Davis,Vendedor,"Martes a Domingo, 11:00–19:00",1291,4,Activo,10,2020-10-24,
E-006967,BR-00267,Mrs. Caitlin Wilson,Vendedor,"Todos los días, 8:00–22:00",1367,19,De baja,20,2022-07-30,2022-09-12
E-006968,BR-00267,Jacqueline Roberson,Vendedor,"Lunes a Sábado, 10:00–20:00",1513,12,Activo,10,2022-06-13,
E-006969,BR-00267,Jeffrey Bell,Vendedor,"Lunes a Viernes, 8:30–17:30",1334,12,Activo,20,2024-02-20,
E-006970,BR-00267,James Gill,Vendedor,"Martes a Domingo, 11:00–19:00",1697,7,Activo,12,2023-05-15,
E-006971,BR-00267,Tracy Lawson,Vendedor,"Martes a Domingo, 11:00–19:00",1285,4,Activo,16,2025-07-18,
E-006972,BR-00267,Meghan Stewart,Vendedor,"Lunes a Viernes, 8:30–17:30",1741,0,Activo,18,2023-11-06,
E-006973,BR-00267,Tammy Hansen,Vendedor,"Todos los días, 8:00–22:00",1369,8,Activo,8,2022-10-24,
E-006974,BR-00267,Deborah Smith,Vendedor,"Lunes a Viernes, 9:00–18:00",1455,20,Activo,14,2024-07-06,
E-006975,BR-00267,Anthony Williams,Vendedor,"Lunes a Viernes, 8:30–17:30",1224,13,Activo,18,2020-12-02,
E-006976,BR-00267,Johnny Murray,Vendedor,"Lunes a Sábado, 10:00–20:00",1264,20,Activo,9,2022-06-06,
E-006977,BR-00267,Ashley Crawford,Vendedor,"Lunes a Viernes, 9:00–18:00",1373,3,De vacaciones,3,2023-01-23,
E-006978,BR-00267,Michele Mcdonald,Vendedor,"Lunes a Viernes, 9:00–18:00",1507,4,Activo,18,2023-07-10,
E-006979,BR-00267,Jeremiah Murray,Vendedor,"Martes a Domingo, 11:00–19:00",1252,19,De vacaciones,8,2025-01-04,
E-006980,BR-00267,Alexis Moore,Vendedor,"Lunes a Viernes, 9:00–18:00",1687,15,De vacaciones,14,2022-07-15,
E-006981,BR-00267,Tina Clarke,Vendedor,"Lunes a Viernes, 8:30–17:30",1698,3,Activo,18,2025-04-22,
E-006982,BR-00267,Paul Andrews,Vendedor,"Lunes a Viernes, 8:30–17:30",1496,8,De vacaciones,10,2024-12-09,
E-006983,BR-00267,Darren Hayes,Vendedor,"Lunes a Viernes, 8:30–17:30",1719,18,De vacaciones,21,2024-08-24,
E-006984,BR-00267,Matthew Brown,Vendedor,"Lunes a Viernes, 8:30–17:30",1460,8,Activo,15,2024-12-21,
E-006985,BR-00267,Nicole Webb,Vendedor,"Todos los días, 8:00–22:00",1657,9,Activo,11,2021-11-28,
E-006986,BR-00267,Kristina Wilson,Vendedor,"Todos los días, 8:00–22:00",1771,9,Activo,13,2024-04-12,
E-006987,BR-00267,Shawn Hanson,Vendedor,"Lunes a Viernes, 8:30–17:30",1248,13,Activo,19,2020-10-18,
E-006988,BR-00267,Anthony Walker,Vendedor,"Todos los días, 8:00–22:00",1542,14,Activo,9,2022-03-12,
E-006989,BR-00267,Mr. Ian Gomez DDS,Vendedor,"Martes a Domingo, 11:00–19:00",1717,17,Activo,19,2022-02-02,
E-006990,BR-00267,James Ryan,Vendedor,"Lunes a Viernes, 8:30–17:30",1451,10,Activo,15,2021-01-09,
E-006991,BR-00267,John Miller,Vendedor,"Lunes a Viernes, 8:30–17:30",1280,7,Activo,22,2023-01-17,
E-006992,BR-00267,Lindsay Harding,Vendedor,"Todos los días, 8:00–22:00",1697,5,Activo,12,2020-12-02,
E-006993,BR-00267,Jessica Miller,Vendedor,"Lunes a Viernes, 8:30–17:30",1311,19,De baja,14,2024-01-16,2025-04-29
E-006994,BR-00267,Elizabeth Howell,Vendedor,"Todos los días, 8:00–22:00",1278,5,Activo,9,2020-10-22,
E-006995,BR-00267,Christopher Bryant,Vendedor,"Todos los días, 8:00–22:00",1487,12,De baja,8,2024-01-30,2024-05-23
E-006996,BR-00267,Julie Rivera,Vendedor,"Todos los días, 8:00–22:00",1284,6,Activo,12,2025-05-28,
E-006997,BR-00267,Scott Larsen,Vendedor,"Lunes a Viernes, 8:30–17:30",1279,14,Activo,21,2024-07-24,
E-006998,BR-00267,Gene Montgomery,Vendedor,"Lunes a Viernes, 9:00–18:00",1750,17,Activo,22,2025-04-26,
E-006999,BR-00267,Matthew Smith,Vendedor,"Todos los días, 8:00–22:00",1760,19,Activo,21,2024-03-19,
E-007000,BR-00267,Karen Henry,Vendedor,"Martes a Domingo, 11:00–19:00",1220,0,Activo,15,2022-05-01,
E-007001,BR-00267,Abigail Nichols,Vendedor,"Lunes a Viernes, 8:30–17:30",1756,17,Activo,10,2024-04-06,
E-007002,BR-00267,Darryl Mason,Vendedor,"Martes a Domingo, 11:00–19:00",1574,11,Activo,16,2025-04-12,
E-007003,BR-00267,Jason Hoffman,Vendedor,"Lunes a Viernes, 9:00–18:00",1262,20,De vacaciones,1,2025-06-14,
E-007004,BR-00267,Kyle Simmons,Vendedor,"Lunes a Viernes, 8:30–17:30",1458,15,Activo,9,2024-04-16,
E-007005,BR-00267,Gary Rios,Vendedor,"Martes a Domingo, 11:00–19:00",1558,8,Activo,22,2022-10-30,
E-007006,BR-00267,Michelle Watkins,Vendedor,"Lunes a Sábado, 10:00–20:00",1209,2,Activo,7,2025-02-26,
E-007007,BR-00267,Bernard Johnson,Vendedor,"Lunes a Viernes, 9:00–18:00",1336,16,Activo,17,2025-07-04,
E-007008,BR-00267,Elizabeth Sanders,Vendedor,"Martes a Domingo, 11:00–19:00",1308,0,Activo,7,2023-05-31,
E-007009,BR-00267,Andrew Simpson,Vendedor,"Todos los días, 8:00–22:00",1618,10,De vacaciones,16,2024-07-01,
E-007010,BR-00267,Colleen Cooper,Vendedor,"Martes a Domingo, 11:00–19:00",1256,2,De baja,22,2022-02-13,2022-05-07
E-007011,BR-00267,Daniel Ramos,Vendedor,"Lunes a Sábado, 10:00–20:00",1496,4,Activo,21,2023-05-23,
E-007012,BR-00267,Patrick Ritter,Vendedor,"Lunes a Sábado, 10:00–20:00",1687,2,Activo,8,2022-11-17,
E-007013,BR-00267,Robert Munoz,Vendedor,"Lunes a Viernes, 8:30–17:30",1206,1,Activo,10,2025-03-13,
E-007014,BR-00267,Kenneth Jones,Vendedor,"Todos los días, 8:00–22:00",1582,13,Activo,16,2021-11-11,
E-007015,BR-00267,Marcus Wade,Vendedor,"Todos los días, 8:00–22:00",1784,1,Activo,10,2024-10-10,
E-007016,BR-00267,Ronald Hall,Vendedor,"Lunes a Viernes, 8:30–17:30",1333,9,Activo,15,2023-10-16,
E-007017,BR-00267,Ashley Munoz,Vendedor,"Martes a Domingo, 11:00–19:00",1707,14,Activo,14,2021-10-19,
E-007018,BR-00267,Terry Williams,Vendedor,"Lunes a Viernes, 9:00–18:00",1752,9,Activo,17,2025-02-08,
E-007019,BR-00267,Destiny Johnson,Vendedor,"Lunes a Viernes, 9:00–18:00",1404,8,Activo,16,2022-07-16,
E-007020,BR-00267,Heidi Glover,Vendedor,"Lunes a Sábado, 10:00–20:00",1297,12,Activo,20,2022-01-27,
E-007021,BR-00267,Thomas Martinez,Vendedor,"Lunes a Viernes, 9:00–18:00",1786,6,Activo,10,2022-02-12,
E-007022,BR-00267,Heather Cruz,Vendedor,"Lunes a Viernes, 9:00–18:00",1770,19,Activo,18,2021-07-24,
E-007023,BR-00267,Brenda Howard,Vendedor,"Lunes a Viernes, 8:30–17:30",1250,8,Activo,13,2022-03-07,
E-007024,BR-00267,Margaret Jones,Vendedor,"Lunes a Sábado, 10:00–20:00",1369,11,Activo,13,2025-03-25,
E-007025,BR-00267,Lisa Gomez,Vendedor,"Lunes a Sábado, 10:00–20:00",1301,20,Activo,7,2022-01-01,
E-007026,BR-00267,Charles Moore,Vendedor,"Lunes a Viernes, 9:00–18:00",1266,11,Activo,16,2023-08-29,
E-007027,BR-00267,Sean Perez,Vendedor,"Lunes a Sábado, 10:00–20:00",1613,3,Activo,8,2023-08-18,
E-007028,BR-00267,Heather Petersen,Vendedor,"Martes a Domingo, 11:00–19:00",1683,18,Activo,16,2023-06-13,
E-007029,BR-00267,Mr. Kenneth Cline,Vendedor,"Todos los días, 8:00–22:00",1672,12,Activo,7,2021-05-28,
E-007030,BR-00267,Sarah Williams,Vendedor,"Martes a Domingo, 11:00–19:00",1623,15,Activo,16,2025-05-18,
E-007031,BR-00267,James Huang MD,Vendedor,"Lunes a Viernes, 8:30–17:30",1228,19,Activo,9,2022-01-05,
E-007032,BR-00267,Chad Robinson,Vendedor,"Lunes a Viernes, 9:00–18:00",1580,19,Activo,10,2022-07-28,
E-007033,BR-00267,Andrea Bartlett,Vendedor,"Lunes a Viernes, 8:30–17:30",1673,17,Activo,19,2022-09-29,
E-007034,BR-00267,Andrew Jackson,Vendedor,"Todos los días, 8:00–22:00",1275,15,Activo,8,2023-08-12,
E-007035,BR-00267,Kurt Cabrera,Vendedor,"Lunes a Viernes, 9:00–18:00",1310,6,Activo,9,2023-04-22,
E-007036,BR-00267,Charles Garcia DDS,Vendedor,"Lunes a Viernes, 9:00–18:00",1495,17,Activo,18,2023-04-11,
E-007037,BR-00267,Kathleen Smith,Vendedor,"Lunes a Viernes, 9:00–18:00",1517,9,Activo,14,2022-04-21,
E-007038,BR-00267,Jane Williams,Vendedor,"Lunes a Viernes, 9:00–18:00",1284,18,Activo,22,2025-01-24,
E-007039,BR-00267,Dawn Rose,Vendedor,"Todos los días, 8:00–22:00",1426,5,Activo,7,2022-09-13,
E-007040,BR-00267,Mrs. Jill Hardy MD,Vendedor,"Lunes a Viernes, 8:30–17:30",1706,8,Activo,18,2023-04-09,
E-007041,BR-00267,Lauren Cochran MD,Vendedor,"Todos los días, 8:00–22:00",1586,12,Activo,12,2022-04-30,
E-007042,BR-00267,Alicia Lambert,Vendedor,"Lunes a Sábado, 10:00–20:00",1549,12,Activo,13,2020-11-21,
E-007043,BR-00267,Kristen Gay,Vendedor,"Martes a Domingo, 11:00–19:00",1794,19,Activo,7,2024-09-26,
E-007044,BR-00267,Austin Schneider,Vendedor,"Todos los días, 8:00–22:00",1535,15,Activo,21,2022-01-29,
E-007045,BR-00267,Robert Nunez,Vendedor,"Todos los días, 8:00–22:00",1465,12,Despedido,0,2025-08-01,2025-08-04
E-007046,BR-00267,Heather Scott,Vendedor,"Todos los días, 8:00–22:00",1282,9,Activo,17,2025-04-15,
E-007047,BR-00267,Vanessa Dixon,Vendedor,"Martes a Domingo, 11:00–19:00",1625,14,Activo,18,2021-12-13,
E-007048,BR-00267,Annette Gardner,Vendedor,"Lunes a Viernes, 9:00–18:00",1345,17,Activo,9,2025-03-07,
E-007049,BR-00267,Robert Mitchell,Vendedor,"Lunes a Viernes, 9:00–18:00",1727,13,Activo,9,2020-11-19,
E-007050,BR-00267,Laura Bush,Vendedor,"Todos los días, 8:00–22:00",1283,7,Activo,11,2021-03-05,
E-007051,BR-00267,Jeffrey Robinson,Vendedor,"Lunes a Sábado, 10:00–20:00",1433,3,Activo,9,2022-08-20,
E-007052,BR-00267,Alexis Schroeder DDS,Vendedor,"Todos los días, 8:00–22:00",1365,15,Activo,14,2024-01-25,
E-007053,BR-00267,Rodney Ross,Vendedor,"Martes a Domingo, 11:00–19:00",1624,18,Activo,10,2025-08-18,
E-007054,BR-00267,Erin Wilson,Vendedor,"Lunes a Viernes, 8:30–17:30",1780,15,Activo,22,2025-05-02,
E-007055,BR-00267,Tanya Jensen,Vendedor,"Lunes a Sábado, 10:00–20:00",1756,18,Activo,7,2023-01-31,
E-007056,BR-00267,Jasmine Adams,Vendedor,"Todos los días, 8:00–22:00",1324,12,Activo,10,2021-07-20,
E-007057,BR-00267,Valerie Lewis,Vendedor,"Lunes a Viernes, 9:00–18:00",1552,5,Activo,16,2023-06-15,
E-007058,BR-00267,Frederick Cruz,Vendedor,"Lunes a Viernes, 8:30–17:30",1307,11,Activo,20,2024-02-06,
E-007059,BR-00267,Ryan Roman,Vendedor,"Lunes a Viernes, 8:30–17:30",1418,10,Activo,19,2020-10-02,
E-007060,BR-00267,Justin Hernandez,Vendedor,"Todos los días, 8:00–22:00",1654,13,Activo,16,2024-05-15,
E-007061,BR-00267,Alicia Hawkins,Vendedor,"Martes a Domingo, 11:00–19:00",1433,15,Activo,16,2023-11-09,
E-007062,BR-00267,Renee Jones,Vendedor,"Lunes a Viernes, 8:30–17:30",1711,8,Activo,17,2023-05-09,
E-007063,BR-00267,Tracy Huber,Vendedor,"Todos los días, 8:00–22:00",1706,14,Activo,21,2023-05-31,
E-007064,BR-00267,Misty Brown,Vendedor,"Todos los días, 8:00–22:00",1349,8,Activo,22,2025-08-07,
E-007065,BR-00267,Sarah Parker,Vendedor,"Lunes a Viernes, 8:30–17:30",1591,17,Activo,8,2025-07-07,
E-007066,BR-00267,Mary Davis,Vendedor,"Lunes a Viernes, 8:30–17:30",1260,16,Activo,20,2025-06-27,
E-007067,BR-00267,Susan Lopez,Vendedor,"Todos los días, 8:00–22:00",1550,0,Activo,7,2024-05-18,
E-007068,BR-00267,Ryan Boyle,Vendedor,"Lunes a Viernes, 9:00–18:00",1384,19,Activo,22,2024-01-23,
E-007069,BR-00267,Rebecca Anderson,Vendedor,"Martes a Domingo, 11:00–19:00",1367,20,Activo,9,2022-05-08,
E-007070,BR-00267,Mackenzie Garcia,Vendedor,"Martes a Domingo, 11:00–19:00",1673,12,Activo,8,2022-09-13,
E-007071,BR-00267,Stephen Cline,Vendedor,"Lunes a Viernes, 8:30–17:30",1415,8,Activo,19,2023-08-27,
E-007072,BR-00267,Jonathan Greene MD,Vendedor,"Todos los días, 8:00–22:00",1333,15,Activo,12,2024-03-03,
E-007073,BR-00267,John Stephenson,Vendedor,"Lunes a Viernes, 8:30–17:30",1367,6,Activo,18,2022-08-12,
E-007074,BR-00267,Jessica Turner MD,Vendedor,"Lunes a Viernes, 8:30–17:30",1539,1,Activo,17,2024-12-19,
E-007075,BR-00267,Billy Mitchell,Vendedor,"Todos los días, 8:00–22:00",1327,12,Activo,11,2023-03-23,
E-007076,BR-00267,Kimberly Miller,Vendedor,"Lunes a Viernes, 9:00–18:00",1635,15,Activo,10,2021-06-22,
E-007077,BR-00267,James Sanford,Vendedor,"Martes a Domingo, 11:00–19:00",1700,5,Activo,20,2023-03-12,
E-007078,BR-00267,John Baker,Vendedor,"Lunes a Viernes, 9:00–18:00",1457,16,Activo,17,2025-05-12,
E-007079,BR-00267,Bradley Tucker,Vendedor,"Lunes a Sábado, 10:00–20:00",1357,18,Activo,16,2025-05-09,
E-007080,BR-00267,Thomas Flowers,Vendedor,"Lunes a Viernes, 8:30–17:30",1508,0,Activo,22,2024-02-01,
E-007081,BR-00267,Cory Davis,Vendedor,"Lunes a Sábado, 10:00–20:00",1681,5,Activo,8,2024-01-12,
E-007082,BR-00267,Hannah Allen,Vendedor,"Todos los días, 8:00–22:00",1747,3,Activo,17,2023-02-12,
E-007083,BR-00267,Janice Cross,Vendedor,"Lunes a Viernes, 9:00–18:00",1569,0,Activo,18,2024-12-18,
E-007084,BR-00267,Jessica Randolph,Vendedor,"Martes a Domingo, 11:00–19:00",1429,12,Activo,16,2024-05-03,
E-007085,BR-00267,Jimmy Nguyen,Vendedor,"Lunes a Sábado, 10:00–20:00",1279,4,Activo,12,2023-07-20,
E-007086,BR-00267,Regina Vargas,Vendedor,"Lunes a Viernes, 9:00–18:00",1212,19,Activo,8,2020-12-04,
E-007087,BR-00268,Dr. Adam Robinson,Manager,"Martes a Domingo, 11:00–19:00",2982,18,Activo,12,2022-05-08,
E-007088,BR-00268,Heather Fowler,Sub Manager,"Martes a Domingo, 11:00–19:00",1833,5,Activo,21,2022-04-16,
E-007089,BR-00268,Melissa Parker,Vendedor,"Martes a Domingo, 11:00–19:00",1687,6,Activo,22,2023-03-08,
E-007090,BR-00268,Nicholas Schultz,Vendedor,"Lunes a Viernes, 9:00–18:00",1524,1,Activo,19,2025-08-05,
E-007091,BR-00268,Jason Martinez Jr.,Vendedor,"Lunes a Viernes, 8:30–17:30",1630,17,De vacaciones,14,2023-09-13,
E-007092,BR-00268,Julia Guerra,Vendedor,"Lunes a Viernes, 8:30–17:30",1702,20,Activo,10,2023-09-30,
E-007093,BR-00268,Michelle Foster,Vendedor,"Lunes a Sábado, 10:00–20:00",1399,13,Activo,14,2024-12-22,
E-007094,BR-00268,Jonathan Terry,Vendedor,"Martes a Domingo, 11:00–19:00",1512,1,Activo,11,2025-05-18,
E-007095,BR-00268,Russell Hebert,Vendedor,"Lunes a Viernes, 8:30–17:30",1409,18,Activo,13,2022-06-13,
E-007096,BR-00268,Kyle Mccarty,Vendedor,"Lunes a Viernes, 9:00–18:00",1723,15,Activo,19,2024-06-08,
E-007097,BR-00268,Ana Cruz,Vendedor,"Todos los días, 8:00–22:00",1308,2,De vacaciones,3,2024-11-02,
E-007098,BR-00268,Elizabeth Schwartz,Vendedor,"Todos los días, 8:00–22:00",1698,14,Activo,11,2020-11-29,
E-007099,BR-00268,Jermaine Thomas,Vendedor,"Lunes a Viernes, 8:30–17:30",1400,18,Activo,9,2023-12-15,
E-007100,BR-00268,Franklin Ramos,Vendedor,"Martes a Domingo, 11:00–19:00",1330,18,Activo,13,2022-04-09,
E-007101,BR-00268,Andrew Thomas,Vendedor,"Todos los días, 8:00–22:00",1791,0,De vacaciones,17,2024-08-04,
E-007102,BR-00268,Kathy Jones,Vendedor,"Martes a Domingo, 11:00–19:00",1726,16,Activo,12,2025-03-22,
E-007103,BR-00268,William Levine,Vendedor,"Lunes a Viernes, 8:30–17:30",1417,20,Activo,7,2021-12-05,
E-007104,BR-00268,Cameron Miller,Vendedor,"Lunes a Sábado, 10:00–20:00",1336,18,De vacaciones,12,2024-08-09,
E-007105,BR-00268,Miss Anna Rodriguez,Vendedor,"Lunes a Viernes, 8:30–17:30",1693,14,Activo,14,2025-08-09,
E-007106,BR-00268,Toni Roberts,Vendedor,"Todos los días, 8:00–22:00",1272,20,Activo,21,2021-04-03,
E-007107,BR-00268,Lori Williamson,Vendedor,"Lunes a Viernes, 9:00–18:00",1668,4,Activo,22,2021-08-27,
E-007108,BR-00268,Sandra Brown,Vendedor,"Lunes a Sábado, 10:00–20:00",1374,12,Activo,15,2023-07-01,
E-007109,BR-00268,Sharon Smith,Vendedor,"Lunes a Sábado, 10:00–20:00",1777,5,Activo,12,2020-11-12,
E-007110,BR-00268,Anthony Steele,Vendedor,"Lunes a Viernes, 8:30–17:30",1487,12,Activo,18,2020-08-27,
E-007111,BR-00268,Jimmy Spears,Vendedor,"Martes a Domingo, 11:00–19:00",1574,17,Activo,11,2024-08-12,
E-007112,BR-00268,Tracy Washington,Vendedor,"Lunes a Viernes, 8:30–17:30",1491,4,Activo,16,2024-02-26,
