client_id,nombre,email,telefono,genero,fecha_registro,registro_valido,motivo_descarte
CL-05184,Coral Losa Pozo,samperanastasio@example.org,,Femenino,2024-05-10,False,"Teléfono inválido, Teléfono ausente"
CL-11745,Berto Cuervo Belmonte,,8500433876227,Femenino,2024-02-07,False,Email inválido
CL-05208,Samuel Goyo Soto Requena,eescolano@example.com,,Masculino,2025-05-15,False,"Teléfono inválido, Teléfono ausente"
CL-05210,Ceferino Sanchez Castell,,9673976528950,Femenino,2023-11-05,False,Email inválido
CL-05216,Eloísa Lasa Gras,ricovendrell@example.org,9730257426557,No especificado,2025-02-20,False,Género inválido
CL-05220,@Oliver,nadaladela@example.org,,Masculino,2024-02-06,False,"Teléfono inválido, Teléfono ausente"
CL-11751,Febe Cabrera,sabaterjacobo@example.com,6212648184850,No especificado,2024-11-24,False,Género inválido
CL-11754,Silvia Celia Garrido Sierra,correo@.com,2003290488952,Masculino,2024-05-30,False,Email inválido
CL-05232,Ceferino Pelayo Juan,estradaamancio@example.com,,No especificado,2024-03-24,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-11759,Gilberto Moreno Collado,,9428490713055,No especificado,2025-04-21,False,"Email inválido, Género inválido"
CL-05244,Emiliana Bernad Peñas,amorloreto@example.com,,Masculino,2023-11-15,False,"Teléfono inválido, Teléfono ausente"
CL-05250,123,correo@.com,9948378059208,Femenino,2024-04-10,False,Email inválido
CL-11764,Camilo Dávila,amaliaartigas@example.com,,Masculino,2026-01-01,False,"Teléfono inválido, Teléfono ausente"
CL-05264,Gilberto Pazos Escolano,laura97@example.com,5155821021177,No especificado,2024-09-15,False,Género inválido
CL-05268,Néstor Blanes Sacristán,joaquina88@example.com,,Masculino,2024-01-08,False,"Teléfono inválido, Teléfono ausente"
CL-05270,Pancho Diéguez Cadenas,correo@.com,7570416581735,Femenino,2025-04-04,False,Email inválido
CL-05272,Demetrio Llobet Zurita,bauzajose-francisco@example.net,1817609456802,No especificado,2025-07-03,False,Género inválido
CL-11770,123,gperez@example.org,,No especificado,2024-11-21,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-11772,Faustino Díaz Cordero,correo@.com,0611835811309,Masculino,2024-01-24,False,Email inválido
CL-05292,Reinaldo Zamorano Orozco,dansalva@example.net,,Masculino,2023-09-02,False,"Teléfono inválido, Teléfono ausente"
CL-05300,Liliana Abril Zabala,,1525112832588,Masculino,2024-08-13,False,Email inválido
CL-05304,Belén Santamaria Tejedor,rochajose-ramon@example.com,,No especificado,2025-01-29,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-05310,123,correo@.com,2431413423990,Femenino,2000-01-01,False,Email inválido
CL-11781,Isa Corral,gloria40@example.com,8438267401475,No especificado,2023-11-21,False,Género inválido
CL-05316,Valentina del Múñiz,edmundo42@example.com,,Masculino,2024-12-08,False,"Teléfono inválido, Teléfono ausente"
CL-11787,César Palacio Báez,correo@.com,7204371925753,Femenino,2025-05-20,False,Email inválido
CL-05328,Wilfredo Rosa Baquero,hermenegildo25@example.com,,No especificado,2000-01-01,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-05330,Purificación Bárcena-Machado,,1345053027763,Masculino,2024-07-21,False,Email inválido
CL-05336,Alex Izaguirre Céspedes,manola37@example.org,0547470103181,No especificado,2023-10-14,False,Género inválido
CL-11794,,,,Femenino,2025-04-18,False,"Email inválido, Teléfono inválido, Teléfono ausente"
CL-11800,Ceferino Llorens,martorellestrella@example.com,,No especificado,2023-12-07,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-05360,Mohamed Colom Mateu,amas@example.org,9798135826572,No especificado,2023-11-03,False,Género inválido
CL-11806,Irma Galvez Sabater,olimpia59@example.net,0051883453308,No especificado,2025-05-11,False,Género inválido
CL-05370,@Oliver,,7094245735783,Masculino,2024-03-08,False,Email inválido
CL-05376,Luz Domínguez Lobato,eaznar@example.com,,No especificado,2024-12-14,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-11810,Sara Díez Iglesias,correo@.com,1956720416029,Masculino,2024-08-22,False,Email inválido
CL-05384,Hilda Seco,izquierdojuliana@example.com,8232745064508,No especificado,2024-11-10,False,Género inválido
CL-11814,Cloe de Alfonso,@gmail.com,3015218516454,Femenino,2024-03-16,False,Email inválido
CL-05392,Pánfilo Castells Pujadas,aurelianogonzalo@example.org,6770141063668,No especificado,2025-04-18,False,Género inválido
CL-05400,123,correo@.com,34923808333,No especificado,2026-01-01,False,"Email inválido, Género inválido"
CL-05408,Ulises de Corominas,palvarez@example.com,1375377040344,No especificado,2025-03-06,False,Género inválido
CL-05410,Nieves Llano Almazán,correo@.com,6394381434856,Femenino,2023-09-16,False,Email inválido
CL-05412,Leonardo Mateo Taboada,pespana@example.net,,Femenino,2024-03-05,False,"Teléfono inválido, Teléfono ausente"
CL-05416,Fátima Pardo Vázquez,batllereyna@example.org,9989274732433,No especificado,2023-09-05,False,Género inválido
CL-11821,Celso Alberola Acevedo,fidel78@example.com,,No especificado,2024-07-26,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-11823,@Oliver,correo@.com,3310280662799,Masculino,2024-09-07,False,Email inválido
CL-11825,Édgar Nebot Alcalá,oliverafabian@example.com,8059264733387,No especificado,2025-01-19,False,Género inválido
CL-05436,Ester Hierro Solana,antonio35@example.net,,Femenino,2024-04-30,False,"Teléfono inválido, Teléfono ausente"
CL-05440,Narcisa Sola,,9974463246502,Masculino,2024-11-13,False,Email inválido
CL-05448,Vasco Gomila-Paz,tarenas@example.net,,No especificado,2025-01-08,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-05450,Chelo Saavedra Benavent,@gmail.com,2371505149344,Femenino,2024-11-26,False,Email inválido
CL-05460,Heliodoro Agustí Ayala,correo@.com,34836890911,Masculino,2023-09-27,False,Email inválido
CL-11837,Jose Carlos Pino Lillo,gelabertnoa@example.org,2805169807780,No especificado,2025-01-11,False,Género inválido
CL-05470,Josep de Neira,@gmail.com,7804575170070,Masculino,2023-09-09,False,Email inválido
CL-05472,Aránzazu de Cañas,gecheverria@example.org,,No especificado,2000-01-01,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-11843,Danilo Palau Nogueira,,6992143139535,No especificado,2024-07-08,False,"Email inválido, Género inválido"
CL-05484,Amado Raúl Carballo Villalba,ivilaplana@example.org,,Femenino,2024-12-06,False,"Teléfono inválido, Teléfono ausente"
CL-05490,Guadalupe de Rosado,@gmail.com,7115668462985,Masculino,2024-04-26,False,Email inválido
CL-05496,Luna Parejo Oller,pchamorro@example.com,,No especificado,2024-11-07,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-05504,Marita Rosselló Borrego,hsandoval@example.org,0271354897892,No especificado,2024-05-10,False,Género inválido
CL-11846,Donato de Meléndez,moisesgallego@example.net,,Masculino,2024-03-06,False,"Teléfono inválido, Teléfono ausente"
CL-05510,Eutropio Sancho Tomas,correo@.com,0188926765423,Masculino,2025-07-31,False,Email inválido
CL-05512,Osvaldo Rubio,jaenflorina@example.org,3224893891868,No especificado,2025-01-24,False,Género inválido
CL-05520,,nazariogalindo@example.com,,No especificado,2023-11-11,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-11850,Dimas Castell García,flavio93@example.net,3370997245466,No especificado,2023-11-17,False,Género inválido
CL-05530,Paola Avilés Falcó,correo@.com,3919327262004,Femenino,2023-10-06,False,Email inválido
CL-05532,Lola Santamaria Navarro,magdalenamartinez@example.net,,Masculino,2024-08-25,False,"Teléfono inválido, Teléfono ausente"
CL-11855,Isidro Lorenzo Noguera,correo@.com,4806712147273,Femenino,2025-07-06,False,Email inválido
CL-05544,Maxi Villa Arévalo,patriciaenriquez@example.net,,No especificado,2026-01-01,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-11857,@Oliver,@gmail.com,7267001936757,Femenino,2025-02-05,False,Email inválido
CL-05552,Joel de Gual,serafina94@example.net,7327779883565,No especificado,2024-06-21,False,Género inválido
CL-05556,Salvador Bautista Ibañez,emiliano96@example.net,,Masculino,2025-07-16,False,"Teléfono inválido, Teléfono ausente"
CL-05560,Florinda Saldaña Perez,marino15@example.net,6318970815077,No especificado,2024-04-30,False,Género inválido
CL-05568,Nicolasa Albero Sabater,joan55@example.com,,No especificado,2023-09-09,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-05570,Anunciación Navarrete Segarra,@gmail.com,1267867440818,Masculino,2024-07-17,False,Email inválido
CL-11864,Vicente Bejarano Llorente,erasmocanete@example.org,5059545666646,No especificado,2024-05-29,False,Género inválido
CL-11866,123,@gmail.com,,Masculino,2026-01-01,False,"Email inválido, Teléfono inválido, Teléfono ausente"
CL-11869,Celia de Sureda,,4252009512645,Femenino,2024-08-22,False,Email inválido
CL-11870,Esteban Barranco Riba,isotelo@example.org,,No especificado,2024-11-16,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-11872,Tomás Manuel Jordá,@gmail.com,7503333768648,Femenino,2024-10-06,False,Email inválido
CL-05604,Juan Carlos de Quintanilla,pinacarolina@example.net,,Masculino,2025-06-27,False,"Teléfono inválido, Teléfono ausente"
CL-05608,Ruperta Navas Llanos,eligia00@example.org,0981041639536,No especificado,2024-08-08,False,Género inválido
CL-05610,Jacinto Martín Piquer,correo@.com,4408166642862,Masculino,2025-02-13,False,Email inválido
CL-11877,Eustaquio Mármol Aguiló,,0052935593434,Femenino,2024-02-01,False,Email inválido
CL-11879,Pastor Santamaría-Alcaraz,qginer@example.org,,Femenino,2024-11-22,False,"Teléfono inválido, Teléfono ausente"
CL-05632,Narciso Segura,victor41@example.com,1996150089489,No especificado,2025-07-01,False,Género inválido
CL-11884,Calista del Serrano,begonaestevez@example.net,,No especificado,2024-01-27,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-05648,Fortunato Aguilar Fernández,llanopanfilo@example.net,1948635506560,No especificado,2024-10-05,False,Género inválido
CL-05650,Tomás Pozo Beltran,,8450899871958,Masculino,2025-03-02,False,Email inválido
CL-05652,Gaspar Jaume,gala16@example.org,,Masculino,2026-01-01,False,"Teléfono inválido, Teléfono ausente"
CL-05660,Bernardino Gracia Pinto,,8470206649171,Masculino,2023-09-19,False,Email inválido
CL-11893,Eulalia Manrique-Torrent,,4068226852664,Masculino,2025-03-28,False,Email inválido
CL-05672,Leocadia Toro Moya,lacevedo@example.net,3617944249622,No especificado,2023-11-01,False,Género inválido
CL-05676,Amando Hurtado-Ruano,tecla66@example.com,,Masculino,2024-10-06,False,"Teléfono inválido, Teléfono ausente"
CL-11895,Leocadio España Cabrero,correo@.com,6842935384497,No especificado,2025-07-18,False,"Email inválido, Género inválido"
CL-11898,Matías Madrigal,,3794609603547,Masculino,2024-03-06,False,Email inválido
CL-05700,@Oliver,correo@.com,,Masculino,2023-10-08,False,"Email inválido, Teléfono inválido, Teléfono ausente"
CL-05704,María Luisa Mayo-Bernal,mescudero@example.org,4301451627684,No especificado,2025-03-16,False,Género inválido
CL-05710,Otilia Samper Mateos,,1766870277803,Masculino,2025-06-28,False,Email inválido
CL-11905,Elba Manso Ayala,carmelabarbera@example.com,,No especificado,2025-05-11,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-11909,Marcelino Araujo Ribera,octavio71@example.org,3194428927460,No especificado,2024-03-27,False,Género inválido
CL-05724,Eladio Fiol Soriano,delfina30@example.com,,Femenino,2026-01-01,False,"Teléfono inválido, Teléfono ausente"
CL-05736,Germán de Costa,felipevallejo@example.com,,Femenino,2024-04-04,False,"Teléfono inválido, Teléfono ausente"
CL-11914,Pascuala Mate Ramírez,,6647723779911,Femenino,2023-12-13,False,Email inválido
CL-11915,Anita Piquer Cabello,guadalupefuente@example.com,8666063923572,No especificado,2024-12-02,False,Género inválido
CL-11918,Porfirio de Ripoll,arizaanastasio@example.org,,Femenino,2024-06-20,False,"Teléfono inválido, Teléfono ausente"
CL-05750,Narcisa Irma Herrero Riquelme,@gmail.com,6397198676501,Femenino,2024-10-22,False,Email inválido
CL-05752,Heriberto Ulises Font Jara,secojorge@example.org,5915289612361,No especificado,2024-05-07,False,Género inválido
CL-05760,123,@gmail.com,,No especificado,2000-01-01,False,"Email inválido, Teléfono inválido, Género inválido, Teléfono ausente"
CL-11926,Blas Beltran Mancebo,qvicente@example.com,6332386234453,No especificado,2023-10-03,False,Género inválido
CL-11927,Rogelio Vazquez Azcona,,2746876609854,Femenino,2024-03-05,False,Email inválido
CL-05772,Isaac Roldan-Franco,fortunata61@example.com,,Femenino,2024-06-16,False,"Teléfono inválido, Teléfono ausente"
CL-11933,Diana del Carretero,,3958358679125,Femenino,2025-05-23,False,Email inválido
CL-05784,Coral Fuertes Gracia,aguilajose@example.org,,No especificado,2025-07-15,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-11938,Clara Coello Albero,leonamada@example.com,4258619753240,No especificado,2024-02-06,False,Género inválido
CL-05796,Maura Torre Donaire,severinoferreras@example.org,,Masculino,2026-01-01,False,"Teléfono inválido, Teléfono ausente"
CL-11946,Marisa Zamorano Maza,jsabater@example.net,,No especificado,2023-11-02,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-11947,Adora Vila Angulo,,3341592833987,Femenino,2024-03-25,False,Email inválido
CL-11952,123,@gmail.com,34984052520,Femenino,2024-09-16,False,Email inválido
CL-05824,Ágata del Niño,marciano10@example.net,4091121817384,No especificado,2023-09-17,False,Género inválido
CL-11957,Valentina Guillen Solano,,1096155759695,Masculino,2024-03-14,False,Email inválido
CL-05832,Desiderio Campillo Mesa,kleon@example.net,,Masculino,2026-01-01,False,"Teléfono inválido, Teléfono ausente"
CL-11961,Gloria Soraya Juan Girón,@gmail.com,8561034452399,No especificado,2024-04-09,False,"Email inválido, Género inválido"
CL-05844,Carmelita Miguel Segovia,botellatomasa@example.com,,Masculino,2024-02-09,False,"Teléfono inválido, Teléfono ausente"
CL-05848,Salvador Cal Guitart,manumunoz@example.net,0798030637326,No especificado,2025-05-01,False,Género inválido
CL-05850,,@gmail.com,5558497872768,Masculino,2000-01-01,False,Email inválido
CL-05856,Victor Dueñas,esperanzayuste@example.net,,Masculino,2024-11-30,False,"Teléfono inválido, Teléfono ausente"
CL-05860,Ariel Ángel Sandoval Dueñas,@gmail.com,1619138217456,Masculino,2024-07-14,False,Email inválido
CL-05864,Gastón de Jordá,ruperto07@example.org,2689593027818,No especificado,2025-07-04,False,Género inválido
CL-05870,Andrea Carretero,,1468951178101,Femenino,2024-01-17,False,Email inválido
CL-05872,Abilio Carrillo Santamaría,arevalolucio@example.com,5321851678125,No especificado,2025-04-14,False,Género inválido
CL-11973,Adelardo Velasco-Ugarte,anselmo56@example.com,,No especificado,2024-09-15,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-05892,Adán Carbajo Canales,olegario73@example.com,,Masculino,2025-05-02,False,"Teléfono inválido, Teléfono ausente"
CL-05904,Sancho Montes Ávila,vpascual@example.net,,No especificado,2026-01-01,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-11982,@Oliver,@gmail.com,8203061877607,Femenino,2024-06-26,False,Email inválido
CL-05912,Emilio Galván Sáez,tiradojimena@example.net,5235091174077,No especificado,2024-07-16,False,Género inválido
CL-05916,Florencia Cobo Gallo,eugeniaroman@example.com,,Masculino,2024-03-27,False,"Teléfono inválido, Teléfono ausente"
CL-11986,Berto Nieto Lillo,correo@.com,0069577558256,Masculino,2025-04-18,False,Email inválido
CL-05930,Rocío del Iborra,correo@.com,3341595733149,Masculino,2023-11-07,False,Email inválido
CL-11997,Dora Sánchez Belda,correo@.com,,Femenino,2026-01-01,False,"Email inválido, Teléfono inválido, Teléfono ausente"
CL-05944,Maximiliano Aguiló Losa,nevadosalvador@example.net,9019168875469,No especificado,2025-06-24,False,Género inválido
CL-05950,Mariana Anastasia Alfaro Casares,,7963539272125,Femenino,2024-04-21,False,Email inválido
CL-11999,José Luis Losa Almansa,sosimocuervo@example.net,,No especificado,2024-01-16,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-05960,Encarna Sobrino-Abella,,6876713142468,Femenino,2023-09-08,False,Email inválido
CL-12004,Mariano Martin Ferrando,simon88@example.com,,Femenino,2024-01-25,False,"Teléfono inválido, Teléfono ausente"
CL-12007,@Oliver,,6499887448260,Masculino,2025-06-05,False,Email inválido
CL-12011,Belen del Linares,farco@example.com,,No especificado,2000-01-01,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-12014,Noelia de Fortuny,,1070887672042,Masculino,2024-12-19,False,Email inválido
CL-12016,Trini Tirado-Águila,sandovalmarcio@example.org,7001928370187,No especificado,2024-01-24,False,Género inválido
CL-05988,Antonia Alcántara Clavero,pascualarico@example.com,,Masculino,2024-07-31,False,"Teléfono inválido, Teléfono ausente"
CL-12019,Angelita Solsona Tejada,@gmail.com,2514170991802,Femenino,2024-04-08,False,Email inválido
CL-05992,Ainara Barberá Patiño,azconalorenza@example.org,0733382867630,No especificado,2023-11-11,False,Género inválido
CL-06000,123,hjodar@example.com,,Masculino,2025-04-29,False,"Teléfono inválido, Teléfono ausente"
CL-06010,Aitor del Dueñas,,5535644618064,Femenino,2024-10-10,False,Email inválido
CL-12025,Ricardo Torrents Lara,zpalacios@example.net,7801940960252,No especificado,2024-09-09,False,Género inválido
CL-12029,Loida Cuesta Torrecilla,cletobermejo@example.com,,No especificado,2025-04-27,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-06030,,@gmail.com,0916161312521,Masculino,2026-01-01,False,Email inválido
CL-06032,Ariel del Ribes,iprado@example.org,8857641437346,No especificado,2025-01-13,False,Género inválido
CL-06036,Víctor Pina,bertoaraujo@example.com,,Femenino,2025-05-03,False,"Teléfono inválido, Teléfono ausente"
CL-12034,Dan Folch Chamorro,@gmail.com,5672034919295,Femenino,2024-09-01,False,Email inválido
CL-12036,Mónica del Robles,zvazquez@example.org,,No especificado,2026-01-01,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-06056,Martín Clemente Batlle,riberaascension@example.net,1599414960539,No especificado,2023-11-29,False,Género inválido
CL-12039,@Oliver,@gmail.com,,Masculino,2025-01-19,False,"Email inválido, Teléfono inválido, Teléfono ausente"
CL-06064,Nazaret Dueñas Valdés,santiago39@example.com,5592784265743,No especificado,2023-11-17,False,Género inválido
CL-06070,Bernardino Saez Pedrosa,,4750972569912,Masculino,2024-12-27,False,Email inválido
CL-06072,Wilfredo Ramón Arteaga,doloresduenas@example.com,,Femenino,2024-12-07,False,"Teléfono inválido, Teléfono ausente"
CL-12046,Antonio Río,,5492044047574,No especificado,2025-02-05,False,"Email inválido, Género inválido"
CL-12049,Malena del González,pinoanselma@example.com,0262401842684,No especificado,2025-05-19,False,Género inválido
CL-06090,@Oliver,,4644424713478,Masculino,2024-01-26,False,Email inválido
CL-12051,Rebeca Rosselló Baños,asensioadan@example.com,,No especificado,2025-06-10,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-06100,Azeneth Carnero Ariño,@gmail.com,7125443665551,Femenino,2025-07-12,False,Email inválido
CL-12054,Timoteo Blasco Arjona,,0348215245952,Femenino,2024-12-21,False,Email inválido
CL-12056,Timoteo Huertas Bauzà,regulo19@example.net,4522019475425,No especificado,2024-04-23,False,Género inválido
CL-12060,Agustín Pereira Ropero,,,Femenino,2025-06-10,False,"Email inválido, Teléfono inválido, Teléfono ausente"
CL-12068,Jennifer Sevillano Cañas,@gmail.com,8301658462980,Femenino,2024-03-21,False,Email inválido
CL-06144,Marcos Noguera Luís,fabricio70@example.com,,No especificado,2024-11-10,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-06150,@Oliver,correo@.com,8298648656917,Masculino,2025-07-07,False,Email inválido
CL-06156,Pilar Arregui Aramburu,galo98@example.net,,Masculino,2000-01-01,False,"Teléfono inválido, Teléfono ausente"
CL-12077,Lucila del Rosa,taboadamoises@example.com,,No especificado,2025-03-25,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-06170,Juan Carlos Sureda Matas,@gmail.com,0250250309141,Femenino,2025-01-06,False,Email inválido
CL-06176,Godofredo Casanovas,cozarcharo@example.com,6981093856076,No especificado,2024-06-15,False,Género inválido
CL-06180,@Oliver,,,Masculino,2024-02-26,False,"Email inválido, Teléfono inválido, Teléfono ausente"
CL-06184,Luisa Constanza Maldonado Gallart,macarioavila@example.org,1272946071624,No especificado,2025-08-08,False,Género inválido
CL-12082,Susanita Melero Valcárcel,maria-angeles51@example.com,,Masculino,2000-01-01,False,"Teléfono inválido, Teléfono ausente"
CL-12086,Nacio Jaume Soriano,@gmail.com,5280289030179,No especificado,2024-03-13,False,"Email inválido, Género inválido"
CL-12088,Dimas Bou Roda,mcarrillo@example.org,,Femenino,2024-03-15,False,"Teléfono inválido, Teléfono ausente"
CL-06208,Pancho Crespo Montalbán,juan-luis05@example.net,2634927099553,No especificado,2023-11-29,False,Género inválido
CL-06210,,correo@.com,5853087994733,Masculino,2025-04-08,False,Email inválido
CL-06216,Demetrio Cruz-Pla,kolivera@example.net,,No especificado,2024-10-27,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-12098,Espiridión Tomás-Segovia,,7062604231649,Masculino,2023-09-30,False,Email inválido
CL-06224,Gerardo Mulet Torrijos,catalanvictoriano@example.net,1038486109336,No especificado,2024-10-17,False,Género inválido
CL-06228,Macarena Cases Azcona,dafne55@example.org,,Femenino,2026-01-01,False,"Teléfono inválido, Teléfono ausente"
CL-06230,Zaira Guzman Azcona,@gmail.com,9032135008739,Masculino,2024-06-19,False,Email inválido
CL-06232,Abraham Ortega Tejera,dalilaabellan@example.com,9949233983615,No especificado,2024-09-13,False,Género inválido
CL-06240,,,,No especificado,2024-03-25,False,"Email inválido, Teléfono inválido, Género inválido, Teléfono ausente"
CL-06248,Haydée Albero Durán,gabriel39@example.com,2713964833182,No especificado,2023-11-28,False,Género inválido
CL-06252,Albina del Cepeda,begona67@example.com,,Masculino,2024-10-24,False,"Teléfono inválido, Teléfono ausente"
CL-06256,Griselda Uriarte Poza,armandoespanol@example.net,6695382815887,No especificado,2024-10-11,False,Género inválido
CL-06260,Ligia Hernández-Comas,correo@.com,2762964888877,Masculino,2024-09-05,False,Email inválido
CL-06270,Eufemia de Roura,correo@.com,0311745988461,Femenino,2024-08-19,False,Email inválido
CL-06276,Silvia del Hidalgo,guzmancelestino@example.net,,Femenino,2024-12-02,False,"Teléfono inválido, Teléfono ausente"
CL-06280,Natanael Recio Vall,correo@.com,4782859342442,Masculino,2023-08-26,False,Email inválido
CL-12116,Agustín Jaén Peral,msobrino@example.net,,No especificado,2023-10-25,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-06290,Paula Malo Cuesta,correo@.com,8929700895670,Masculino,2024-12-29,False,Email inválido
CL-06300,Nydia Almansa-Pujadas,,,Femenino,2025-04-02,False,"Email inválido, Teléfono inválido, Teléfono ausente"
CL-06310,Toribio Carreño Querol,@gmail.com,3272800916278,Masculino,2024-01-12,False,Email inválido
CL-06312,Bernarda Cañizares,villacalisto@example.net,34920142105,No especificado,2024-03-26,False,Género inválido
CL-12130,Nerea Sierra Español,correo@.com,4275109555529,Masculino,2025-03-14,False,Email inválido
CL-12131,Ezequiel Cayetano Ibáñez Oliveras,rafaelcontreras@example.org,,Masculino,2024-04-13,False,"Teléfono inválido, Teléfono ausente"
CL-12135,Artemio Sobrino Mercader,utolosa@example.org,7256117012512,No especificado,2024-03-15,False,Género inválido
CL-06330,@Oliver,@gmail.com,7699045416924,Masculino,2024-12-12,False,Email inválido
CL-06336,Ignacia de Pont,valeriosainz@example.com,34806671419,No especificado,2024-05-07,False,Género inválido
CL-06340,Santos Almagro Pla,correo@.com,5050090020890,Femenino,2024-04-26,False,Email inválido
CL-12146,Pascuala Soriano Cañellas,raimundo72@example.com,,Femenino,2025-08-03,False,"Teléfono inválido, Teléfono ausente"
CL-06350,Corona de Sainz,,4146839629702,Femenino,2024-12-17,False,Email inválido
CL-12148,Pío Rafael Romero Zurita,juan-antoniomadrigal@example.net,6363425194660,No especificado,2024-09-28,False,Género inválido
CL-12149,@Oliver,,,Masculino,2024-02-22,False,"Email inválido, Teléfono inválido, Teléfono ausente"
CL-12151,Valero Uribe,xmugica@example.net,9105991401729,No especificado,2024-11-02,False,Género inválido
CL-06370,Joan del Figuerola,,8309375986979,Femenino,2024-12-21,False,Email inválido
CL-12155,Gloria Amelia Lara Andrés,,5544483082817,Femenino,2024-12-31,False,Email inválido
CL-06384,Emilio Mayoral,maxi75@example.net,,No especificado,2024-06-20,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-06390,Martina Oliva Rey,,3421655196157,Masculino,2026-01-01,False,Email inválido
CL-06392,Perlita Mayoral Palomar,veronica00@example.com,9947974089169,No especificado,2024-09-22,False,Género inválido
CL-06400,Fortunato Carbó-Santiago,,1678471101222,No especificado,2023-12-06,False,"Email inválido, Género inválido"
CL-06408,Yago Bauzà Rodriguez,esperanzafalcon@example.org,,No especificado,2026-01-01,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-06410,Vidal Rodríguez Cerezo,@gmail.com,8728634844358,Masculino,2024-04-07,False,Email inválido
CL-12167,123,@gmail.com,,Masculino,2023-09-24,False,"Email inválido, Teléfono inválido, Teléfono ausente"
CL-06432,Ramiro del Acuña,iflores@example.net,,Femenino,2025-02-04,False,"Teléfono inválido, Teléfono ausente"
CL-06440,Josefa del Bernal,mascaromelchor@example.org,0174887518111,No especificado,2025-03-26,False,Género inválido
CL-06448,Arcelia Soraya Mateu Asensio,galvezconstanza@example.net,6182019263810,No especificado,2024-01-10,False,Género inválido
CL-06450,@Oliver,,9986645311886,Masculino,2024-05-15,False,Email inválido
CL-06456,Fabiola Bárcena,ctoro@example.com,,Masculino,2023-11-28,False,"Teléfono inválido, Teléfono ausente"
CL-12174,Federico Anguita Cid,,8535325181054,Masculino,2023-12-04,False,Email inválido
CL-06464,Chus Pons Iriarte,josealcazar@example.org,4949744396787,No especificado,2024-10-29,False,Género inválido
CL-06468,Desiderio del Roig,melchoroliver@example.org,,Femenino,2024-04-01,False,"Teléfono inválido, Teléfono ausente"
CL-06470,Ricardo Ferreras,,6364986660778,Femenino,2024-02-08,False,Email inválido
CL-12180,,,,No especificado,2000-01-01,False,"Email inválido, Teléfono inválido, Género inválido, Teléfono ausente"
CL-12182,Leoncio Miguel Gallardo Cuervo,rosalindapaniagua@example.com,1863094829283,No especificado,2025-02-14,False,Género inválido
CL-06490,Mireia del Llorens,,7851435601316,Femenino,2024-06-02,False,Email inválido
CL-12186,Felix Rico-Salgado,jjerez@example.org,9737444097971,No especificado,2025-06-05,False,Género inválido
CL-12188,Palmira Exposito Mulet,correo@.com,3168231635705,Femenino,2024-03-22,False,Email inválido
CL-06504,Adora Bauzà Campo,canosevero@example.org,,Masculino,2023-09-23,False,"Teléfono inválido, Teléfono ausente"
CL-06510,123,,4041537733259,Masculino,2024-02-19,False,Email inválido
CL-06512,Clara Burgos Trillo,aureliacamino@example.net,1704325300525,No especificado,2023-11-28,False,Género inválido
CL-06520,Odalis Leocadia Teruel Sobrino,correo@.com,2763585886032,No especificado,2023-10-16,False,"Email inválido, Género inválido"
CL-06528,Ibán Campillo Morera,uibanez@example.net,34928748328,No especificado,2024-02-17,False,Género inválido
CL-06530,Ruth Canet Carnero,@gmail.com,0355308454038,Masculino,2024-11-25,False,Email inválido
CL-06536,África Roselló Mesa,diegocriado@example.net,4982215833682,No especificado,2024-10-23,False,Género inválido
CL-12197,@Oliver,correo@.com,,Femenino,2024-12-31,False,"Email inválido, Teléfono inválido, Teléfono ausente"
CL-06552,Olimpia Cárdenas Raya,ucasares@example.net,,No especificado,2026-01-01,False,"Teléfono inválido, Género inválido, Teléfono ausente"
